Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
JavaScriptTestSuite,Chrome 63.0.3239.84,Test suite for java script popup,2017-12-09 20:39:12,2017-12-09 20:39:47,35.181s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingConfirmationPopupScriptMode,Chrome 63.0.3239.84,,2017-12-09 20:39:12,2017-12-09 20:39:25,13.024s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 20:39:13,2017-12-09 20:39:19,6.087s,PASSED
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 20:39:19,2017-12-09 20:39:19,0.103s,PASSED
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 20:39:19,2017-12-09 20:39:20,1.142s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 20:39:20,2017-12-09 20:39:20,0.166s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 20:39:20,2017-12-09 20:39:23,2.035s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 20:39:23,2017-12-09 20:39:23,0.084s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 20:39:23,2017-12-09 20:39:24,1.230s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.100s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.029s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.026s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.103s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.005s,PASSED
Statement - alertText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAlertText(),Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.024s,PASSED
Statement - println(alertText),Chrome 63.0.3239.84,,2017-12-09 20:39:24,2017-12-09 20:39:24,0.005s,PASSED
