Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:43,0.143s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:47,3.443s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:43,0.001s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:43,0.001s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:43,0.004s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:43,0.065s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:35:43,2017-12-09 23:35:45,2.002s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:45,2017-12-09 23:35:45,0.015s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:35:45,2017-12-09 23:35:46,1.080s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:35:46,2017-12-09 23:35:47,0.124s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.006s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.008s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.001s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.001s,NOT_RUN
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.001s,NOT_RUN
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.000s,NOT_RUN
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.109s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptConfirmation,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:51,4.801s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.002s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.001s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.001s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:47,0.081s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:35:47,2017-12-09 23:35:49,2.003s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:49,2017-12-09 23:35:49,0.011s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:35:49,2017-12-09 23:35:50,1.065s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:35:50,2017-12-09 23:35:50,0.098s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:50,2017-12-09 23:35:50,0.003s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:50,2017-12-09 23:35:50,0.009s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:35:50,2017-12-09 23:35:51,1.001s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.073s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.007s,PASSED
dismissAlert,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.019s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.000s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.001s,NOT_RUN
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.000s,NOT_RUN
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.000s,NOT_RUN
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:35:51,2017-12-09 23:35:51,0.088s,PASSED
