Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
JavaScriptTestSuite,Chrome 63.0.3239.84,Test suite for java script popup,2017-12-09 23:34:31,2017-12-09 23:35:06,34.626s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingConfirmationPopupScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:34:41,2017-12-09 23:34:48,7.280s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:34:41,2017-12-09 23:34:41,0.005s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:34:41,2017-12-09 23:34:41,0.009s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:34:41,2017-12-09 23:34:41,0.001s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:34:41,2017-12-09 23:34:44,2.939s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:34:44,2017-12-09 23:34:46,2.037s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:34:46,2017-12-09 23:34:46,0.038s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:34:46,2017-12-09 23:34:47,1.103s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:34:47,2017-12-09 23:34:47,0.132s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:34:47,2017-12-09 23:34:47,0.025s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:34:47,2017-12-09 23:34:48,0.026s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.087s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.006s,PASSED
Statement - alertText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAlertText(),Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.033s,PASSED
Statement - println(alertText),Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.005s,PASSED
dismissAlert,Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.024s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.001s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:34:48,2017-12-09 23:34:48,0.001s,NOT_RUN
