Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
JavaScriptTestSuite,Chrome 63.0.3239.84,Test suite for java script popup,2017-12-09 23:40:55,2017-12-09 23:41:15,19.995s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:06,3.909s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:02,0.002s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:02,0.001s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:02,0.001s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:02,0.136s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:41:02,2017-12-09 23:41:04,2.032s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:41:04,2017-12-09 23:41:04,0.048s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:41:04,2017-12-09 23:41:05,1.089s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:41:05,2017-12-09 23:41:06,0.115s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.015s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.028s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.002s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.001s,NOT_RUN
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.001s,NOT_RUN
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.000s,NOT_RUN
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.145s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:09,3.407s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.001s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.004s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.001s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:06,0.058s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:41:06,2017-12-09 23:41:08,2.001s,PASSED
