Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
JavaScriptTestSuite,Chrome 63.0.3239.84,Test suite for java script popup,2017-12-09 23:49:14,2017-12-09 23:49:35,21.429s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:49:22,2017-12-09 23:49:26,4.149s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:49:22,2017-12-09 23:49:22,0.003s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:49:22,2017-12-09 23:49:22,0.007s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:49:22,2017-12-09 23:49:22,0.002s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:49:22,2017-12-09 23:49:23,0.223s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:49:23,2017-12-09 23:49:25,2.039s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:25,2017-12-09 23:49:25,0.036s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:49:25,2017-12-09 23:49:26,1.090s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.131s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.030s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.031s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.002s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.001s,NOT_RUN
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.001s,NOT_RUN
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.001s,NOT_RUN
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.174s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:30,3.469s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.005s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.000s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.000s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:26,0.070s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:49:26,2017-12-09 23:49:28,2.002s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:28,2017-12-09 23:49:28,0.011s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:49:28,2017-12-09 23:49:29,1.066s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.132s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.007s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.018s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.001s,NOT_RUN
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.000s,NOT_RUN
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.000s,NOT_RUN
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:29,0.001s,NOT_RUN
Start listener action : afterTestCase,Chrome 63.0.3239.84,,2017-12-09 23:49:29,2017-12-09 23:49:30,0.115s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptConfirmation,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:35,4.973s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:30,0.001s,NOT_RUN
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:30,0.001s,NOT_RUN
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:30,0.000s,NOT_RUN
click,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:30,0.122s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:49:30,2017-12-09 23:49:32,2.003s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 23:49:32,2017-12-09 23:49:32,0.011s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 23:49:32,2017-12-09 23:49:33,1.072s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:49:33,2017-12-09 23:49:33,0.148s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:33,2017-12-09 23:49:33,0.006s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:33,2017-12-09 23:49:33,0.011s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 23:49:33,2017-12-09 23:49:34,1.002s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 23:49:34,2017-12-09 23:49:34,0.074s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:34,2017-12-09 23:49:34,0.005s,PASSED
dismissAlert,Chrome 63.0.3239.84,,2017-12-09 23:49:34,2017-12-09 23:49:34,0.017s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 23:49:34,2017-12-09 23:49:34,0.001s,NOT_RUN
