Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
JavaScriptTestSuite,Chrome 63.0.3239.84,Test suite for java script popup,2017-12-09 12:17:26,2017-12-09 12:18:12,45.565s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingConfirmationPopupScriptMode,Chrome 63.0.3239.84,,2017-12-09 12:17:27,2017-12-09 12:17:46,19.228s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 12:17:29,2017-12-09 12:17:40,11.115s,PASSED
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 12:17:40,2017-12-09 12:17:41,0.107s,PASSED
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 12:17:41,2017-12-09 12:17:42,1.125s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 12:17:42,2017-12-09 12:17:42,0.116s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 12:17:42,2017-12-09 12:17:44,2.032s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 12:17:44,2017-12-09 12:17:44,0.026s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 12:17:44,2017-12-09 12:17:45,1.070s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.129s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.013s,PASSED
acceptAlert,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.020s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.067s,PASSED
waitForAlert,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.007s,PASSED
Statement - alertText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAlertText(),Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.020s,PASSED
Statement - println(alertText),Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.007s,PASSED
dismissAlert,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.028s,PASSED
switchToDefaultContent,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.050s,PASSED
closeWindowIndex,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.089s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:45,0.015s,PASSED
closeBrowser,Chrome 63.0.3239.84,,2017-12-09 12:17:45,2017-12-09 12:17:46,0.609s,PASSED
,,,,,,
Test Cases/JavaScriptPopup/TC-HandlingJavaScriptAlertScriptMode,Chrome 63.0.3239.84,,2017-12-09 12:17:46,2017-12-09 12:17:58,12.111s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-09 12:17:46,2017-12-09 12:17:52,5.759s,PASSED
waitForPageLoad,Chrome 63.0.3239.84,,2017-12-09 12:17:52,2017-12-09 12:17:52,0.164s,PASSED
maximizeWindow,Chrome 63.0.3239.84,,2017-12-09 12:17:52,2017-12-09 12:17:54,1.202s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 12:17:54,2017-12-09 12:17:54,0.221s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-09 12:17:54,2017-12-09 12:17:56,2.002s,PASSED
switchToWindowIndex,Chrome 63.0.3239.84,,2017-12-09 12:17:56,2017-12-09 12:17:56,0.007s,PASSED
switchToFrame,Chrome 63.0.3239.84,,2017-12-09 12:17:56,2017-12-09 12:17:57,1.225s,PASSED
click,Chrome 63.0.3239.84,,2017-12-09 12:17:57,2017-12-09 12:17:57,0.308s,PASSED
